gse_accession	gpl_accession	feature_id	gene	entrez_gene_id
GSE120717	GPL13158	1552882_PM_a_at	FAM123B	139285
GSE120717	GPL13158	1552884_PM_at	NKX6-3	157848
GSE120717	GPL13158	1552885_PM_a_at	NKX6-3	157848
GSE120717	GPL13158	1552887_PM_at	C10orf27	219793
GSE120717	GPL13158	1552889_PM_a_at	EXOC3L2	90332
GSE120717	GPL13158	1552890_PM_a_at	CABP4	57010
GSE120717	GPL13158	1552892_PM_at	TNFRSF13C	115650
GSE120717	GPL13158	1552893_PM_at	CAMK2N2	94032
GSE120717	GPL13158	1552895_PM_a_at	C21orf99	149992
GSE120717	GPL13158	1552897_PM_a_at	KCNG3	170850
GSE120717	GPL13158	1552898_PM_a_at	KCNG3	170850
GSE120717	GPL13158	1552899_PM_at	MGC34034	154089
GSE120717	GPL13158	1552900_PM_a_at	MGC34034	154089
GSE120717	GPL13158	1552902_PM_a_at	FOXP2	93986
GSE120717	GPL13158	1552903_PM_at	B4GALNT2	124872
GSE120717	GPL13158	1552904_PM_at	NETO1	81832
GSE120717	GPL13158	1552906_PM_at	FMR1NB	158521
GSE120717	GPL13158	1552908_PM_at	C1orf150	148823
GSE120717	GPL13158	1552910_PM_at	SIGLEC11	114132
GSE120717	GPL13158	1552911_PM_at	SIGLEC11	114132
GSE120717	GPL13158	1552912_PM_a_at	IL23R	149233
GSE120717	GPL13158	1552913_PM_at	MAGEB18	286514
GSE120717	GPL13158	1552914_PM_a_at	CD276	80381
GSE120717	GPL13158	1552915_PM_at	IL28A	282616
GSE120717	GPL13158	1552917_PM_at	IL29	282618
GSE120717	GPL13158	1552919_PM_at	C4orf36	132989
GSE120717	GPL13158	1552921_PM_a_at	FIGNL1	63979
GSE120717	GPL13158	1552922_PM_at	RIMS1	22999
GSE120717	GPL13158	1552923_PM_a_at	PITPNM2	57605
GSE120717	GPL13158	1552924_PM_a_at	PITPNM2	57605
GSE120717	GPL13158	1552925_PM_at	PCDH10	57575
GSE120717	GPL13158	1552927_PM_at	TAB3	257397
GSE120717	GPL13158	1552928_PM_s_at	TAB3	257397
GSE120717	GPL13158	1552929_PM_at	GRK7	131890
GSE120717	GPL13158	1552930_PM_at	MMEL1	79258
GSE120717	GPL13158	1552931_PM_a_at	PDE8A	5151
GSE120717	GPL13158	1552932_PM_at	NLRP6	171389
GSE120717	GPL13158	1552933_PM_at	AKNAD1	254268
GSE120717	GPL13158	1552935_PM_at	ZCCHC5	203430
GSE120717	GPL13158	1552937_PM_s_at	ATRIP	84126
GSE120717	GPL13158	1552938_PM_at	ZIC5	85416
GSE120717	GPL13158	1552939_PM_at	ANGPT1	284
GSE120717	GPL13158	1552940_PM_at	TEDDM1	127670
GSE120717	GPL13158	1552942_PM_at	FLJ30430	149373
GSE120717	GPL13158	1552943_PM_at	GABRG1	2565
GSE120717	GPL13158	1552944_PM_a_at	PANX2	56666
GSE120717	GPL13158	1552946_PM_at	ZNF114	163071
GSE120717	GPL13158	1552947_PM_x_at	ZNF114	163071
GSE120717	GPL13158	1552948_PM_at	CCDC27	148870
GSE120717	GPL13158	1552950_PM_at	C15orf26	161502
GSE120717	GPL13158	1552952_PM_at	RBMY2FP	159162
GSE120717	GPL13158	1552953_PM_a_at	NEUROD2	4761
GSE120717	GPL13158	1552954_PM_at	C5orf17	439936
GSE120717	GPL13158	1552957_PM_at	DNAH6	1768
GSE120717	GPL13158	1552960_PM_at	LRRC15	131578
GSE120717	GPL13158	1552964_PM_at	C10orf93	255352
GSE120717	GPL13158	1552965_PM_a_at	B3GNT7	93010
GSE120717	GPL13158	1552967_PM_at	ZNF645	158506
GSE120717	GPL13158	1552969_PM_a_at	ZMYM6	9204
GSE120717	GPL13158	1552970_PM_s_at	ZMYM6	9204
GSE120717	GPL13158	1552971_PM_at	SGCZ	137868
GSE120717	GPL13158	1552973_PM_at	WNT9B	7484
GSE120717	GPL13158	1552977_PM_a_at	CNPY3	10695
GSE120717	GPL13158	1552978_PM_a_at	SCAMP1	9522
GSE120717	GPL13158	1552979_PM_at	C2orf52	151477
GSE120717	GPL13158	1552980_PM_at	HAS3	3038
GSE120717	GPL13158	1552982_PM_a_at	FGF4	2249
GSE120717	GPL13158	1552985_PM_at	SLC30A8	169026
GSE120717	GPL13158	1552986_PM_at	LOC142937	142937
GSE120717	GPL13158	1552987_PM_a_at	MGC42157	439933
GSE120717	GPL13158	1552988_PM_at	C11orf65	160140
GSE120717	GPL13158	1552990_PM_at	FAM71E2	284418
GSE120717	GPL13158	1552991_PM_at	OR5P2	120065
GSE120717	GPL13158	1552993_PM_at	DYDC1	143241
GSE120717	GPL13158	1552995_PM_at	IL27	246778
GSE120717	GPL13158	1552997_PM_a_at	IQCF1	132141
GSE120717	GPL13158	1552998_PM_at	DEFB125	245938
GSE120717	GPL13158	1552999_PM_a_at	WFDC10B	280664
GSE120717	GPL13158	1553002_PM_at	DEFB105A /// DEFB105B	245908 /// 504180
GSE120717	GPL13158	1553003_PM_at	PKHD1	5314
GSE120717	GPL13158	1553004_PM_at	PKD1L1	168507
GSE120717	GPL13158	1553006_PM_at	GPR112	139378
GSE120717	GPL13158	1553007_PM_a_at	ODZ1	10178
GSE120717	GPL13158	1553009_PM_s_at	REXO1L1	254958
GSE120717	GPL13158	1553011_PM_at	TAF1L	138474
GSE120717	GPL13158	1553013_PM_at	CNTNAP5	129684
GSE120717	GPL13158	1553015_PM_a_at	RECQL4	9401
GSE120717	GPL13158	1553016_PM_at	GPR113	165082
GSE120717	GPL13158	1553019_PM_at	TMC2	117532
GSE120717	GPL13158	1553020_PM_at	SMCR5	140771
GSE120717	GPL13158	1553021_PM_s_at	BICD2	23299
GSE120717	GPL13158	1553022_PM_at	ZIM3	114026
GSE120717	GPL13158	1553023_PM_a_at	NOX5	79400
GSE120717	GPL13158	1553024_PM_at	G30	282706
GSE120717	GPL13158	1553025_PM_at	GPR126	57211
GSE120717	GPL13158	1553027_PM_a_at	KLHL4	56062
GSE120717	GPL13158	1553028_PM_at	GPR156	165829
GSE120717	GPL13158	1553030_PM_a_at	SUOX	6821
GSE120717	GPL13158	1553031_PM_at	GPR115	221393
GSE120717	GPL13158	1553032_PM_at	IL31RA	133396
GSE120717	GPL13158	1553033_PM_at	SYTL5	94122
GSE120717	GPL13158	1553034_PM_at	SDCCAG8	10806
GSE120717	GPL13158	1553036_PM_at	GPR111	222611
GSE120717	GPL13158	1553037_PM_a_at	SYN2	6854
GSE120717	GPL13158	1553039_PM_a_at	ASB10	136371
GSE120717	GPL13158	1553041_PM_at	HTR3C	170572
GSE120717	GPL13158	1553042_PM_a_at	NFKBID	84807
GSE120717	GPL13158	1553043_PM_a_at	CD300LF	146722
GSE120717	GPL13158	1553044_PM_at	GJA10	84694
GSE120717	GPL13158	1553045_PM_at	WNT9A	7483
GSE120717	GPL13158	1553046_PM_s_at	GAL3ST2	64090
GSE120717	GPL13158	1553047_PM_at	PIP4K2B	8396
GSE120717	GPL13158	1553048_PM_a_at	PIP4K2B	8396
GSE120717	GPL13158	1553051_PM_s_at	ODF3	113746
GSE120717	GPL13158	1553052_PM_at	WFDC13	164237
GSE120717	GPL13158	1553053_PM_at	C14orf48	256369
GSE120717	GPL13158	1553055_PM_a_at	SLFN5	162394
GSE120717	GPL13158	1553057_PM_at	SERPINB12	89777
GSE120717	GPL13158	1553058_PM_at	GIPC3	126326
GSE120717	GPL13158	1553059_PM_at	PGLYRP3	114771
GSE120717	GPL13158	1553060_PM_at	PSKH2	85481
GSE120717	GPL13158	1553061_PM_at	OR6W1P	89883
GSE120717	GPL13158	1553062_PM_at	MOGAT1	116255
GSE120717	GPL13158	1553063_PM_at	GPR78	27201
GSE120717	GPL13158	1553064_PM_at	H1FOO	132243
GSE120717	GPL13158	1553066_PM_at	TAAR9	134860
GSE120717	GPL13158	1553067_PM_a_at	GNRHR2	114814
GSE120717	GPL13158	1553069_PM_at	C21orf87	257357
GSE120717	GPL13158	1553070_PM_a_at	MYOZ3	91977
GSE120717	GPL13158	1553071_PM_a_at	MYOZ3	91977
GSE120717	GPL13158	1553072_PM_at	BNIPL	149428
GSE120717	GPL13158	1553074_PM_at	ASB11	140456
GSE120717	GPL13158	1553075_PM_a_at	OFCC1	266553
GSE120717	GPL13158	1553076_PM_at	OFCC1	266553
GSE120717	GPL13158	1553077_PM_at	SDR9C7	121214
GSE120717	GPL13158	1553078_PM_at	OR5P3	120066
GSE120717	GPL13158	1553079_PM_at	TRIM40	135644
GSE120717	GPL13158	1553080_PM_at	CSN1S2A	286828
GSE120717	GPL13158	1553081_PM_at	WFDC12	128488
GSE120717	GPL13158	1553082_PM_at	CRYGN	155051
GSE120717	GPL13158	1553084_PM_at	STARD6	147323
GSE120717	GPL13158	1553086_PM_at	C11orf40	143501
GSE120717	GPL13158	1553087_PM_at	C18orf12	84322
GSE120717	GPL13158	1553088_PM_a_at	BCL2L11	10018
GSE120717	GPL13158	1553089_PM_a_at	WFDC2	10406
GSE120717	GPL13158	1553093_PM_a_at	DEFB119	245932
GSE120717	GPL13158	1553094_PM_at	TAC4	255061
GSE120717	GPL13158	1553096_PM_s_at	BCL2L11	10018
GSE120717	GPL13158	1553099_PM_at	TIGD1	200765
GSE120717	GPL13158	1553101_PM_a_at	ALKBH5	54890
GSE120717	GPL13158	1553102_PM_a_at	CCDC69	26112
GSE120717	GPL13158	1553103_PM_at	NFX1	4799
GSE120717	GPL13158	1553105_PM_s_at	DSG2	1829
GSE120717	GPL13158	1553106_PM_at	C5orf24	134553
GSE120717	GPL13158	1553107_PM_s_at	C5orf24	134553
GSE120717	GPL13158	1553108_PM_at	C5orf24	134553
GSE120717	GPL13158	1553111_PM_a_at	KBTBD6	89890
GSE120717	GPL13158	1553112_PM_s_at	CDK8	1024
GSE120717	GPL13158	1553113_PM_s_at	CDK8	1024
GSE120717	GPL13158	1553114_PM_a_at	PTK6	5753
GSE120717	GPL13158	1553115_PM_at	NKD1	85407
GSE120717	GPL13158	1553117_PM_a_at	STK38	11329
GSE120717	GPL13158	1553118_PM_at	THEM4	117145
GSE120717	GPL13158	1553120_PM_at	CLSPN	63967
GSE120717	GPL13158	1553122_PM_s_at	RBAK	57786
GSE120717	GPL13158	1553123_PM_at	WDR62	284403
GSE120717	GPL13158	1553125_PM_x_at	WDR62	284403
GSE120717	GPL13158	1553126_PM_a_at	SLC39A12	221074
GSE120717	GPL13158	1553127_PM_a_at	RNF168	165918
GSE120717	GPL13158	1553129_PM_at	SVEP1	79987
GSE120717	GPL13158	1553130_PM_at	LOC652276	652276
GSE120717	GPL13158	1553131_PM_a_at	GATA4	2626
GSE120717	GPL13158	1553132_PM_a_at	TC2N	123036
GSE120717	GPL13158	1553133_PM_at	C9orf72	203228
GSE120717	GPL13158	1553134_PM_s_at	C9orf72	203228
GSE120717	GPL13158	1553136_PM_at	KCTD18	130535
GSE120717	GPL13158	1553137_PM_s_at	KLF11	8462
GSE120717	GPL13158	1553138_PM_a_at	ANKLE1	126549
GSE120717	GPL13158	1553139_PM_s_at	PLXNA3	55558
GSE120717	GPL13158	1553140_PM_at	PELO	53918
GSE120717	GPL13158	1553141_PM_at	C13orf31	144811
GSE120717	GPL13158	1553142_PM_at	C13orf31	144811
GSE120717	GPL13158	1553145_PM_at	FLJ39653	202020
GSE120717	GPL13158	1553146_PM_at	C3orf30	152405
GSE120717	GPL13158	1553147_PM_at	RANBP3L	202151
GSE120717	GPL13158	1553148_PM_a_at	SNX13	23161
GSE120717	GPL13158	1553150_PM_at	KDM1B	221656
GSE120717	GPL13158	1553151_PM_at	ATP6V0D2	245972
GSE120717	GPL13158	1553153_PM_at	ATP6V0D2	245972
GSE120717	GPL13158	1553155_PM_x_at	ATP6V0D2	245972
GSE120717	GPL13158	1553156_PM_at	LHX4	89884
GSE120717	GPL13158	1553157_PM_at	LHX4	89884
GSE120717	GPL13158	1553158_PM_at	C3orf34	84984
GSE120717	GPL13158	1553159_PM_at	DNAH11	8701
GSE120717	GPL13158	1553162_PM_x_at	C19orf55	148137
GSE120717	GPL13158	1553163_PM_at	ADPRHL1	113622
GSE120717	GPL13158	1553165_PM_at	SYNRG	11276
GSE120717	GPL13158	1553166_PM_at	CDH24	64403
GSE120717	GPL13158	1553167_PM_a_at	SEPSECS	51091
GSE120717	GPL13158	1553168_PM_at	GRIK5	2901
GSE120717	GPL13158	1553169_PM_at	LRRN4	164312
GSE120717	GPL13158	1553171_PM_x_at	LRRN4	164312
GSE120717	GPL13158	1553172_PM_at	ZNF777	27153
GSE120717	GPL13158	1553174_PM_at	JPH2	57158
GSE120717	GPL13158	1553175_PM_s_at	PDE5A	8654
GSE120717	GPL13158	1553176_PM_at	SH2D1B	117157
GSE120717	GPL13158	1553177_PM_at	SH2D1B	117157
GSE120717	GPL13158	1553178_PM_a_at	SSTR3	6753
GSE120717	GPL13158	1553179_PM_at	ADAMTS19	171019
GSE120717	GPL13158	1553180_PM_at	ADAMTS19	171019
GSE120717	GPL13158	1553181_PM_at	DDX31	64794
GSE120717	GPL13158	1553183_PM_at	UMODL1	89766
GSE120717	GPL13158	1553185_PM_at	RASEF	158158
GSE120717	GPL13158	1553186_PM_x_at	RASEF	158158
GSE120717	GPL13158	1553188_PM_s_at	PARD3B	117583
GSE120717	GPL13158	1553190_PM_s_at	PARD3B	117583
GSE120717	GPL13158	1553191_PM_at	DST	667
GSE120717	GPL13158	1553192_PM_at	ZNF441	126068
GSE120717	GPL13158	1553193_PM_at	ZNF441	126068
GSE120717	GPL13158	1553194_PM_at	NEGR1	257194
GSE120717	GPL13158	1553196_PM_a_at	FCRL3	115352
GSE120717	GPL13158	1553197_PM_at	DCAF4L2	138009
GSE120717	GPL13158	1553199_PM_at	DCAF4L2	138009
GSE120717	GPL13158	1553202_PM_at	STOX1	219736
GSE120717	GPL13158	1553204_PM_at	C20orf200	253868
GSE120717	GPL13158	1553205_PM_at	C20orf200	253868
GSE120717	GPL13158	1553207_PM_at	ARL10	285598
GSE120717	GPL13158	1553209_PM_at	RNFT2	84900
GSE120717	GPL13158	1553211_PM_at	ANKFN1	162282
GSE120717	GPL13158	1553212_PM_at	KRT78	196374
GSE120717	GPL13158	1553213_PM_a_at	KRT78	196374
GSE120717	GPL13158	1553214_PM_a_at	CCDC7	221016
GSE120717	GPL13158	1553215_PM_s_at	CCDC7	221016
GSE120717	GPL13158	1553216_PM_at	ZNF41	7592
GSE120717	GPL13158	1553217_PM_s_at	ZNF41	7592
GSE120717	GPL13158	1553218_PM_a_at	ZNF512	84450
GSE120717	GPL13158	1553219_PM_a_at	AMMECR1	9949
GSE120717	GPL13158	1553220_PM_at	FAM117B	150864
GSE120717	GPL13158	1553221_PM_at	ZNF583	147949
GSE120717	GPL13158	1553222_PM_at	OXER1	165140
GSE120717	GPL13158	1553224_PM_at	LUZP1	7798
GSE120717	GPL13158	1553225_PM_s_at	ZNF75D	7626
GSE120717	GPL13158	1553226_PM_at	NCRNA00052	145978
GSE120717	GPL13158	1553227_PM_s_at	BRWD1	54014
GSE120717	GPL13158	1553228_PM_at	CCDC89	220388
GSE120717	GPL13158	1553229_PM_at	ZNF572	137209
GSE120717	GPL13158	1553232_PM_at	FAM82A1	151393
GSE120717	GPL13158	1553234_PM_at	ADAMTS18	170692
GSE120717	GPL13158	1553235_PM_at	PCDHAC1	56135
GSE120717	GPL13158	1553237_PM_x_at	PCDHAC1	56135
GSE120717	GPL13158	1553238_PM_a_at	HIPK4	147746
GSE120717	GPL13158	1553239_PM_at	FAM124A	220108
GSE120717	GPL13158	1553241_PM_at	NKAIN3	286183
GSE120717	GPL13158	1553243_PM_at	ITIH5	80760
GSE120717	GPL13158	1553244_PM_at	FANCB	2187
GSE120717	GPL13158	1553246_PM_a_at	SGK196	84197
GSE120717	GPL13158	1553247_PM_a_at	ZNF709	163051
GSE120717	GPL13158	1553248_PM_at	CCDC57	284001
GSE120717	GPL13158	1553249_PM_at	SMC1B	27127
GSE120717	GPL13158	1553252_PM_a_at	BRWD3	254065
GSE120717	GPL13158	1553253_PM_at	ASB16	92591
GSE120717	GPL13158	1553254_PM_at	MAGEE2	139599
GSE120717	GPL13158	1553255_PM_at	HERV-V1	147664
GSE120717	GPL13158	1553257_PM_at	GAL3ST3	89792
GSE120717	GPL13158	1553258_PM_at	FLJ30679	146512
GSE120717	GPL13158	1553260_PM_s_at	ALS2CR11	151254
GSE120717	GPL13158	1553261_PM_x_at	ALS2CR11	151254
GSE120717	GPL13158	1553262_PM_a_at	UTS2R	2837
GSE120717	GPL13158	1553263_PM_at	USH1G	124590
GSE120717	GPL13158	1553264_PM_a_at	SYN1	6853
GSE120717	GPL13158	1553265_PM_at	SLC23A3	151295
GSE120717	GPL13158	1553266_PM_at	CNOT6L	246175
GSE120717	GPL13158	1553267_PM_a_at	CNOT6L	246175
GSE120717	GPL13158	1553268_PM_at	RHBDL3	162494
GSE120717	GPL13158	1553271_PM_at	DIP2B	57609
GSE120717	GPL13158	1553272_PM_at	SLC36A1	206358
GSE120717	GPL13158	1553274_PM_a_at	SNRNP48	154007
GSE120717	GPL13158	1553276_PM_at	ZNF560	147741
GSE120717	GPL13158	1553277_PM_at	RTTN	25914
GSE120717	GPL13158	1553279_PM_at	BTNL9	153579
GSE120717	GPL13158	1553280_PM_at	PUS10	150962
GSE120717	GPL13158	1553281_PM_at	PLCXD2	257068
GSE120717	GPL13158	1553282_PM_at	C21orf128	150147
GSE120717	GPL13158	1553284_PM_s_at	LMLN	89782
GSE120717	GPL13158	1553285_PM_s_at	RAD9B	144715
GSE120717	GPL13158	1553286_PM_at	ZNF555	148254
GSE120717	GPL13158	1553288_PM_a_at	C7orf51	222950
GSE120717	GPL13158	1553292_PM_s_at	SGK494	124923
GSE120717	GPL13158	1553293_PM_at	MRGPRX3	117195
GSE120717	GPL13158	1553295_PM_at	ABCA13	154664
GSE120717	GPL13158	1553296_PM_at	GPR128	84873
GSE120717	GPL13158	1553297_PM_a_at	CSF3R	1441
GSE120717	GPL13158	1553298_PM_at	C17orf77	146723
GSE120717	GPL13158	1553299_PM_at	DUSP5P	574029
GSE120717	GPL13158	1553300_PM_a_at	DGKH	160851
GSE120717	GPL13158	1553301_PM_a_at	TMEM182	130827
GSE120717	GPL13158	1553303_PM_at	C16orf46	123775
GSE120717	GPL13158	1553304_PM_at	LSM14B	149986
GSE120717	GPL13158	1553306_PM_at	CASP8	841
GSE120717	GPL13158	1553310_PM_at	PLB1	151056
GSE120717	GPL13158	1553311_PM_at	C20orf197	284756
GSE120717	GPL13158	1553313_PM_s_at	SLC5A3	6526
GSE120717	GPL13158	1553314_PM_a_at	KIF19	124602
GSE120717	GPL13158	1553315_PM_at	SLFNL1	200172
GSE120717	GPL13158	1553316_PM_at	GPR82	27197
GSE120717	GPL13158	1553317_PM_s_at	GPR82	27197
GSE120717	GPL13158	1553318_PM_at	RIBC1	158787
GSE120717	GPL13158	1553319_PM_at	OXGR1	27199
GSE120717	GPL13158	1553320_PM_s_at	CDC14C	168448
GSE120717	GPL13158	1553321_PM_a_at	SULT1C4	27233
GSE120717	GPL13158	1553322_PM_s_at	TEAD1	7003
GSE120717	GPL13158	1553323_PM_a_at	CATSPER2	117155
GSE120717	GPL13158	1553325_PM_at	POU5F2	134187
GSE120717	GPL13158	1553326_PM_at	RXFP2	122042
GSE120717	GPL13158	1553327_PM_a_at	BEND7	222389
GSE120717	GPL13158	1553328_PM_a_at	SLC18A2	6571
GSE120717	GPL13158	1553329_PM_at	C7orf45	136263
GSE120717	GPL13158	1553330_PM_at	C7orf45	136263
GSE120717	GPL13158	1553333_PM_at	C1orf161	126868
GSE120717	GPL13158	1553335_PM_x_at	LOC285696	285696
GSE120717	GPL13158	1553336_PM_a_at	MIER3	166968
GSE120717	GPL13158	1553338_PM_at	C1orf55	163859
GSE120717	GPL13158	1553340_PM_s_at	AMAC1 /// AMAC1L2	146861 /// 83650
GSE120717	GPL13158	1553341_PM_at	UROC1	131669
GSE120717	GPL13158	1553344_PM_at	PCDH15	65217
GSE120717	GPL13158	1553346_PM_a_at	TNRC6A	27327
GSE120717	GPL13158	1553347_PM_s_at	KCNA6	3742
GSE120717	GPL13158	1553348_PM_a_at	NFX1	4799
GSE120717	GPL13158	1553349_PM_at	ARID2	196528
GSE120717	GPL13158	1553350_PM_at	FAM123C	205147
GSE120717	GPL13158	1553351_PM_at	OTUD7A	161725
GSE120717	GPL13158	1553352_PM_x_at	ERVWE1	30816
GSE120717	GPL13158	1553354_PM_a_at	FLJ31958	143153
GSE120717	GPL13158	1553357_PM_at	LOC158696	158696
GSE120717	GPL13158	1553359_PM_at	FBXL18	80028
GSE120717	GPL13158	1553361_PM_x_at	FBXL18	80028
GSE120717	GPL13158	1553362_PM_at	DNAH6	1768
GSE120717	GPL13158	1553363_PM_at	C6orf195	154386
GSE120717	GPL13158	1553364_PM_at	PNPLA1	285848
GSE120717	GPL13158	1553365_PM_at	DEPDC4	120863
GSE120717	GPL13158	1553366_PM_s_at	ANKRD23 /// ANKRD39	200539 /// 51239
GSE120717	GPL13158	1553367_PM_a_at	COX6B2	125965
GSE120717	GPL13158	1553369_PM_at	FAM129C	199786
GSE120717	GPL13158	1553371_PM_at	EPHA10	284656
GSE120717	GPL13158	1553372_PM_at	FLJ23865	200317
GSE120717	GPL13158	1553373_PM_at	WDR64	128025
GSE120717	GPL13158	1553374_PM_at	PRO2949	55412
GSE120717	GPL13158	1553375_PM_at	BTBD9	114781
GSE120717	GPL13158	1553376_PM_a_at	C1orf125	126859
GSE120717	GPL13158	1553378_PM_a_at	C17orf66	256957
GSE120717	GPL13158	1553380_PM_at	PARP15	165631
GSE120717	GPL13158	1553383_PM_at	ARHGAP42	143872
GSE120717	GPL13158	1553385_PM_at	LOC84931	84931
GSE120717	GPL13158	1553386_PM_at	MFSD2A	84879
GSE120717	GPL13158	1553387_PM_at	ATM	472
GSE120717	GPL13158	1553388_PM_at	FAM26D	221301
GSE120717	GPL13158	1553389_PM_at	NPHP3	27031
GSE120717	GPL13158	1553390_PM_at	ATG9B	285973
GSE120717	GPL13158	1553391_PM_at	CXorf58	254158
GSE120717	GPL13158	1553392_PM_at	EFCAB3	146779
GSE120717	GPL13158	1553394_PM_a_at	TFAP2B	7021
GSE120717	GPL13158	1553395_PM_a_at	CD200R1	131450
GSE120717	GPL13158	1553396_PM_a_at	CCDC13	152206
GSE120717	GPL13158	1553397_PM_at	CCDC13	152206
GSE120717	GPL13158	1553399_PM_a_at	C17orf69	147081
GSE120717	GPL13158	1553400_PM_a_at	C17orf69	147081
GSE120717	GPL13158	1553401_PM_at	MRGPRX1	259249
GSE120717	GPL13158	1553402_PM_a_at	HFE	3077
GSE120717	GPL13158	1553403_PM_at	RLN3	117579
GSE120717	GPL13158	1553405_PM_a_at	CSMD1	64478
GSE120717	GPL13158	1553407_PM_at	MACF1	23499
GSE120717	GPL13158	1553409_PM_at	ADAMTS20	80070
GSE120717	GPL13158	1553410_PM_a_at	ABCC12	94160
GSE120717	GPL13158	1553411_PM_s_at	SALL3	27164
GSE120717	GPL13158	1553412_PM_at	AGBL4	84871
GSE120717	GPL13158	1553413_PM_at	FLJ13744	80078
GSE120717	GPL13158	1553415_PM_at	SLC17A8	246213
GSE120717	GPL13158	1553417_PM_at	C11orf44	283171
GSE120717	GPL13158	1553418_PM_a_at	CNTNAP5	129684
GSE120717	GPL13158	1553420_PM_at	FLJ32063	150538
GSE120717	GPL13158	1553422_PM_s_at	A2BP1	54715
GSE120717	GPL13158	1553423_PM_a_at	SLFN13	146857
GSE120717	GPL13158	1553424_PM_at	C12orf40	283461
GSE120717	GPL13158	1553425_PM_at	WDR65	149465
GSE120717	GPL13158	1553426_PM_at	FLJ37543	285668
GSE120717	GPL13158	1553427_PM_at	ADAMTS15	170689
GSE120717	GPL13158	1553428_PM_at	LOC285780	285780
GSE120717	GPL13158	1553429_PM_at	FLJ31713	158263
GSE120717	GPL13158	1553430_PM_a_at	EDARADD	128178
GSE120717	GPL13158	1553432_PM_s_at	LOC653786 /// OTOA	146183 /// 653786
GSE120717	GPL13158	1553433_PM_at	C9orf93	203238
GSE120717	GPL13158	1553434_PM_at	CYP4Z2P	163720
GSE120717	GPL13158	1553435_PM_at	C18orf15	147276
GSE120717	GPL13158	1553436_PM_at	MUC19	283463
GSE120717	GPL13158	1553437_PM_at	KLHDC7A	127707
GSE120717	GPL13158	1553438_PM_at	C11orf72	283135
GSE120717	GPL13158	1553440_PM_at	C18orf16	147429
GSE120717	GPL13158	1553441_PM_at	CNTNAP4	85445
GSE120717	GPL13158	1553442_PM_a_at	CNTNAP4	85445
GSE120717	GPL13158	1553443_PM_at	C8orf54	439941
GSE120717	GPL13158	1553444_PM_a_at	C1orf127	148345
GSE120717	GPL13158	1553446_PM_at	FLJ37396	285754
GSE120717	GPL13158	1553447_PM_at	AGBL1	123624
GSE120717	GPL13158	1553448_PM_at	FLJ34503	285759
GSE120717	GPL13158	1553449_PM_at	C16orf81	283860
GSE120717	GPL13158	1553450_PM_s_at	C16orf81	283860
GSE120717	GPL13158	1553451_PM_at	CCDC79	283847
GSE120717	GPL13158	1553452_PM_at	MYO1H	283446
GSE120717	GPL13158	1553453_PM_at	ASB14	142686
GSE120717	GPL13158	1553454_PM_at	RPTN	126638
GSE120717	GPL13158	1553457_PM_at	CXorf62	439943
GSE120717	GPL13158	1553458_PM_at	C10orf72	196740
GSE120717	GPL13158	1553459_PM_at	CCDC150	284992
GSE120717	GPL13158	1553460_PM_at	C2orf61	285051
GSE120717	GPL13158	1553461_PM_at	FAM9B	171483
GSE120717	GPL13158	1553464_PM_at	FLJ40288	286023
GSE120717	GPL13158	1553465_PM_a_at	CES7	221223
GSE120717	GPL13158	1553466_PM_at	CXorf59	286464
GSE120717	GPL13158	1553467_PM_at	FLJ32742	439944
GSE120717	GPL13158	1553468_PM_at	HYDIN2	100288805
GSE120717	GPL13158	1553470_PM_at	DNAH17	8632
GSE120717	GPL13158	1553471_PM_at	AMAC1	146861
GSE120717	GPL13158	1553472_PM_at	FLJ32955	150596
GSE120717	GPL13158	1553474_PM_at	POTED	317754
GSE120717	GPL13158	1553475_PM_at	PRO1483	55448
GSE120717	GPL13158	1553478_PM_at	PRR10	283165
GSE120717	GPL13158	1553479_PM_at	TMEM145	284339
GSE120717	GPL13158	1553482_PM_at	C15orf32	145858
GSE120717	GPL13158	1553483_PM_at	TSGA10IP	254187
GSE120717	GPL13158	1553484_PM_at	C12orf67	144360
GSE120717	GPL13158	1553485_PM_at	CCDC140	151278
GSE120717	GPL13158	1553486_PM_a_at	C17orf78	284099
GSE120717	GPL13158	1553488_PM_at	TEKT5	146279
GSE120717	GPL13158	1553489_PM_a_at	TEKT5	146279
GSE120717	GPL13158	1553491_PM_at	KSR2	283455
GSE120717	GPL13158	1553492_PM_a_at	PAX1	5075
GSE120717	GPL13158	1553493_PM_a_at	TDH	157739
GSE120717	GPL13158	1553494_PM_at	TDH	157739
GSE120717	GPL13158	1553497_PM_at	C12orf37	439916
GSE120717	GPL13158	1553499_PM_s_at	SERPINA9	327657
GSE120717	GPL13158	1553500_PM_at	FBXL21	26223
GSE120717	GPL13158	1553502_PM_a_at	AKAP2 /// PALM2 /// PALM2-AKAP2	11217 /// 114299 /// 445815
GSE120717	GPL13158	1553504_PM_at	MRGPRX4	117196
GSE120717	GPL13158	1553505_PM_at	A2ML1	144568
GSE120717	GPL13158	1553506_PM_at	CPO	130749
GSE120717	GPL13158	1553507_PM_a_at	GPR6	2830
GSE120717	GPL13158	1553508_PM_at	MDS2	259283
GSE120717	GPL13158	1553510_PM_s_at	RQCD1	9125
GSE120717	GPL13158	1553511_PM_at	GJD3	125111
GSE120717	GPL13158	1553512_PM_at	HOXC12	3228
